system:index,Lat,Lon,consistent_change_two_years_1985,consistent_change_two_years_1986,consistent_change_two_years_1987,consistent_change_two_years_1988,consistent_change_two_years_1989,consistent_change_two_years_1990,consistent_change_two_years_1991,consistent_change_two_years_1992,consistent_change_two_years_1993,consistent_change_two_years_1994,consistent_change_two_years_1995,consistent_change_two_years_1996,consistent_change_two_years_1997,consistent_change_two_years_1998,consistent_change_two_years_1999,consistent_change_two_years_2000,consistent_change_two_years_2001,consistent_change_two_years_2002,consistent_change_two_years_2003,consistent_change_two_years_2004,consistent_change_two_years_2005,consistent_change_two_years_2006,consistent_change_two_years_2007,consistent_change_two_years_2008,consistent_change_two_years_2009,consistent_change_two_years_2010,consistent_change_two_years_2011,consistent_change_two_years_2012,consistent_change_two_years_2013,consistent_change_two_years_2014,consistent_change_two_years_2015,first,one_change_occured,one_change_1985,one_change_1986,one_change_1987,one_change_1988,one_change_1989,one_change_1990,one_change_1991,one_change_1992,one_change_1993,one_change_1994,one_change_1995,one_change_1996,one_change_1997,one_change_1998,one_change_1999,one_change_2000,one_change_2001,one_change_2002,one_change_2003,one_change_2004,one_change_2005,one_change_2006,one_change_2007,one_change_2008,one_change_2009,one_change_2010,one_change_2011,one_change_2012,one_change_2013,one_change_2014,one_change_2015,.geo
67,-5.217045791268221,-36.70990213070184,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,"{""type"":""Point"",""coordinates"":[-36.70990213070184,-5.217045791268221]}"
68,-8.382760115201657,-54.97882559663422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.97882559663422,-8.382760115201657]}"
69,-17.010860152742232,-55.49911553048413,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-55.49911553048413,-17.010860152742232]}"
70,-3.7058695322630273,-50.758086286994754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-50.758086286994754,-3.7058695322630273]}"
71,-2.094840429904969,-44.95899149489242,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-44.95899149489242,-2.094840429904969]}"
72,-1.057055987550202,-46.71029719290959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-46.71029719290959,-1.057055987550202]}"
73,-4.299497432121455,-50.0171364774664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-50.0171364774664,-4.299497432121455]}"
74,-15.159915626599073,-51.553930418353204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,"{""type"":""Point"",""coordinates"":[-51.553930418353204,-15.159915626599073]}"
75,-4.428270213160387,-48.13147758989255,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-48.13147758989255,-4.428270213160387]}"
76,-17.668221243715156,-51.86040277697277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"{""type"":""Point"",""coordinates"":[-51.86040277697277,-17.668221243715156]}"
77,-9.664817644347961,-64.21783773147274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-64.21783773147274,-9.664817644347961]}"
78,-11.532650626766275,-56.29417462271938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-56.29417462271938,-11.532650626766275]}"
79,-6.513882220623891,-47.57671894564987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,"{""type"":""Point"",""coordinates"":[-47.57671894564987,-6.513882220623891]}"
80,-13.677284354857836,-55.42077453557608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-55.42077453557608,-13.677284354857836]}"
81,-18.841764673900144,-56.439154168040105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"{""type"":""Point"",""coordinates"":[-56.439154168040105,-18.841764673900144]}"
82,-16.862553227274734,-52.57521437322487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.57521437322487,-16.862553227274734]}"
83,-20.827861972115077,-53.27551804854311,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-53.27551804854311,-20.827861972115077]}"
84,-9.608792400535624,-48.326478993771744,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-48.326478993771744,-9.608792400535624]}"
85,-15.413453677507055,-59.327467982248784,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-59.327467982248784,-15.413453677507055]}"
86,0.0019879455081015227,-49.88802004441451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"{""type"":""Point"",""coordinates"":[-49.88802004441451,0.0019879455081015227]}"
87,-17.712492097770916,-55.02961408063574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-55.02961408063574,-17.712492097770916]}"
88,-13.575742103352676,-52.090575272097425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.090575272097425,-13.575742103352676]}"
89,-4.089571530734856,-56.11723352712367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-56.11723352712367,-4.089571530734856]}"
90,-17.958432737036453,-54.4947746608177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""type"":""Point"",""coordinates"":[-54.4947746608177,-17.958432737036453]}"
91,-9.643272056523939,-49.645727672422886,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.645727672422886,-9.643272056523939]}"
92,-17.14588748425018,-49.26649095575854,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.26649095575854,-17.14588748425018]}"
93,-6.712840979225797,-49.37721058316742,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.37721058316742,-6.712840979225797]}"
94,-27.614777249675626,-52.761753238979594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"{""type"":""Point"",""coordinates"":[-52.761753238979594,-27.614777249675626]}"
95,-5.365146829959907,-48.36174913427578,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"{""type"":""Point"",""coordinates"":[-48.36174913427578,-5.365146829959907]}"
96,-11.893198859585722,-50.94080698503159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-50.94080698503159,-11.893198859585722]}"
97,-3.9079527570522834,-49.222281683708886,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.222281683708886,-3.9079527570522834]}"
98,-15.407224982901766,-56.525773383125426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"{""type"":""Point"",""coordinates"":[-56.525773383125426,-15.407224982901766]}"
99,-14.645149395368355,-49.52462202946706,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.52462202946706,-14.645149395368355]}"
100,-6.1316260410869905,-49.8029573228209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.8029573228209,-6.1316260410869905]}"
101,-9.090789262067034,-51.44789808640722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-51.44789808640722,-9.090789262067034]}"
102,-12.17290369103999,-60.83093626236757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-60.83093626236757,-12.17290369103999]}"
103,-20.42952252424642,-50.747050413642036,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-50.747050413642036,-20.42952252424642]}"
104,-3.4573302400996453,-48.5542471411716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-48.5542471411716,-3.4573302400996453]}"
105,-6.337500227631147,-48.26045708312913,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-48.26045708312913,-6.337500227631147]}"
106,-29.65729373708261,-55.918476220424346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"{""type"":""Point"",""coordinates"":[-55.918476220424346,-29.65729373708261]}"
107,-5.999526526561164,-46.92104569084648,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"{""type"":""Point"",""coordinates"":[-46.92104569084648,-5.999526526561164]}"
108,-10.592410518670599,-51.15507698155646,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-51.15507698155646,-10.592410518670599]}"
109,-2.5001628795204045,-49.55425517242397,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.55425517242397,-2.5001628795204045]}"
110,-7.809034937736419,-52.389656395673036,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.389656395673036,-7.809034937736419]}"
111,-3.2864762725667958,-47.65669013636983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-47.65669013636983,-3.2864762725667958]}"
112,-15.393841182899079,-58.64240082183285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-58.64240082183285,-15.393841182899079]}"
113,-10.569562162167012,-56.63807688393129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-56.63807688393129,-10.569562162167012]}"
114,-7.62979232515226,-56.085094023240615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-56.085094023240615,-7.62979232515226]}"
115,-12.904437541949134,-51.03721829628094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,"{""type"":""Point"",""coordinates"":[-51.03721829628094,-12.904437541949134]}"
116,-29.764478958205473,-56.35680046227787,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-56.35680046227787,-29.764478958205473]}"
117,-21.163815689025718,-57.00673281279466,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-57.00673281279466,-21.163815689025718]}"
118,-1.3846025632765824,-52.907364015823184,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.907364015823184,-1.3846025632765824]}"
119,-1.006632132092409,-53.15404434523462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-53.15404434523462,-1.006632132092409]}"
120,-17.891899340819187,-51.96411270495431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-51.96411270495431,-17.891899340819187]}"
121,-6.954650161392681,-49.02350912376709,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.02350912376709,-6.954650161392681]}"
122,-17.67041616093568,-53.534617299382354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-53.534617299382354,-17.67041616093568]}"
123,-0.903014209822273,-55.41368614922474,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-55.41368614922474,-0.903014209822273]}"
124,-3.1802915115603216,-59.17450149843758,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,"{""type"":""Point"",""coordinates"":[-59.17450149843758,-3.1802915115603216]}"
125,-9.190142465757773,-56.94141652606328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-56.94141652606328,-9.190142465757773]}"
126,-10.41632651483411,-63.947718026823466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"{""type"":""Point"",""coordinates"":[-63.947718026823466,-10.41632651483411]}"
127,-20.36694389573894,-52.40332206853618,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.40332206853618,-20.36694389573894]}"
128,-2.138836632449039,-54.84552873176957,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"{""type"":""Point"",""coordinates"":[-54.84552873176957,-2.138836632449039]}"
129,-10.098542095614432,-62.898086449730975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-62.898086449730975,-10.098542095614432]}"
130,-21.14988299022481,-52.220649687885036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.220649687885036,-21.14988299022481]}"
131,-14.086969054446461,-39.39247996935406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-39.39247996935406,-14.086969054446461]}"
132,-6.629700310779986,-52.09176715426418,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.09176715426418,-6.629700310779986]}"
133,-11.35342222244932,-54.103552563239234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.103552563239234,-11.35342222244932]}"
134,-10.194044966941474,-58.02775989068522,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-58.02775989068522,-10.194044966941474]}"
135,-6.1204886960622895,-35.65631620893149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-35.65631620893149,-6.1204886960622895]}"
136,-2.0434912382540884,-60.06831700414756,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-60.06831700414756,-2.0434912382540884]}"
